macroregion,REGION,COUNTRY,IWP PROGRAM,YEAR(S),OCLC,penname,drupal_family_name,drupal_given_name,drupal_nid
The Americas,Caribbean,Jamaica,Fall Residency,1991,,,GOULBOURNE,Jean L.,1125
The Americas,Caribbean,Jamaica,Fall Residency,2009,,,GRAHAM,Millicent,1128
The Americas,Caribbean,Jamaica,Fall Residency,1985,,,McNEILL,Roy Anthony,1487
The Americas,Caribbean,Jamaica,Fall Residency,2007,,,MILLER,Kei,1442
The Americas,Caribbean,Jamaica,Fall Residency,1985,,,RECKORD,Michael,1642
Asia,Eastern Asia,Japan,Fall Residency,1992,So Aono,,Soh,Aono,802
Asia,Eastern Asia,Japan,Fall Residency,1975,Ikuko Atsumi,,Atsumi,Ikuko,815
Asia,Eastern Asia,Japan,Fall Residency,1980,,,BEN SHOZU,Tsutomu Nakamura,826
Asia,Eastern Asia,Japan,Fall Residency,1985,,,HIRAIDE,Takashi,1186
Asia,Eastern Asia,Japan,Fall Residency,1970,,,KAWACHI,Kaco,1270
Asia,Eastern Asia,Japan,Fall Residency,1972,,,KIJIMA,Hajime,1290
Asia,Eastern Asia,Japan,Fall Residency,1966,,,KURAHASHI,Yumiko,1332
Asia,Eastern Asia,Japan,Fall Residency,1989,,,MATSUURA,Hisaki,1424
Asia,Eastern Asia,Japan,Fall Residency,1991,,,MIURA,Kiyohiro,1447
Asia,Eastern Asia,Japan,Fall Residency,1969,,,MIYAMOTO,Yokichi,1448
Asia,Eastern Asia,Japan,Fall Residency,2003,,,MIZUMURA,Minae,1449
Asia,Eastern Asia,Japan,Fall Residency,1982,,,NAKAGAMI,Kenji,1498
Asia,Eastern Asia,Japan,Fall Residency,2002,,,NAKAGAMI,Nori,1499
Asia,Eastern Asia,Japan,Fall Residency,2009,,,NAKAJIMA,Kyoko,1500
Asia,Eastern Asia,Japan,Fall Residency,2005,,,NOMURA,Kiwao,1525
Asia,Eastern Asia,Japan,Fall Residency,2013,,Yui Tanizaki,Tanizaki,Yui,3532
Asia,Eastern Asia,Japan,Fall Residency,"1969, 1984",,,ODA,Motoi,1540
Asia,Eastern Asia,Japan,Fall Residency,1980,,,OHBA,Minako,1544
Asia,Eastern Asia,Japan,Fall Residency,1971,,,OSADA,Hiroshi,1562
Asia,Eastern Asia,Japan,Fall Residency,1967,,,RYUICHI,Tamura,1674
Asia,Eastern Asia,Japan,Fall Residency,1976,,,SAKAGAMI,Hiroshi,2370
Asia,Eastern Asia,Japan,Fall Residency,1979,,,SANO,Tetsuo,2378
Asia,Eastern Asia,Japan,Fall Residency,2004,,,SHIMADA,Masahiko,2265
Asia,Eastern Asia,Japan,Fall Residency,1992,,,SHIMIZU,Kazuko,2402
Asia,Eastern Asia,Japan,Fall Residency,1973,,,SHIRAISHI,Kazuko,2405
Asia,Eastern Asia,Japan,Fall Residency,1967,,,TAUCHI,Hatsuyoshi,2471
Asia,Eastern Asia,Japan,Fall Residency,2005,,,YOSHIDA,Kyoko,2338
Asia,Eastern Asia,Japan,Fall Residency,1978,,,YOSHIHARA,Sachiko,2558
Asia,Eastern Asia,Japan,Fall Residency,"1971, 1978, 1987, 2004",,,YOSHIMASU,Gozo,2559
Asia,Eastern Asia,Japan,Fall Residency,1994,,,YOSHIMEKI,Haruhiko,2560
Asia,Eastern Asia,Japan,Fall Residency,"1967, 1968",,,TSUMURA,Yumiko,2564
Asia,Western Asia,Jordan,Fall Residency,2008,,,AL-ATRASH,Laila,751
Asia,Western Asia,Jordan,Fall Residency,2009,,,ALABDALLAH,Yahya,753
Asia,Western Asia,Jordan,Fall Residency,1995,,,SHAMI,Janset Berkok,2396
Asia,Western Asia,Jordan,Fall Residency,2011,,,SHOUFANI,Hind,1988
Asia,South-central Asia,Kazakhstan,Fall Residency,2008,,,GUDYM,Dina,1139
Asia,South-central Asia,Kazakhstan,Fall Residency,2005,,,ROGOZHNIKOVA,Anna,1663
Africa,Eastern Africa,Kenya,Fall Residency,2005,,,ADHIAMBO,Yvonne Owour,746
Africa,Eastern Africa,Kenya,Fall Residency,2010,,,KAHORA,Billy Karanja,1255
Africa,Eastern Africa,Kenya,Fall Residency,1982,,,KARIARA,Jonathan,1267
Africa,Eastern Africa,Kenya,Fall Residency,2007,,,KIMANI,Peter,1306
Africa,Eastern Africa,Kenya,Fall Residency,1975,,,MWANGI,Meja,1480
Africa,Eastern Africa,Kenya,Fall Residency,1996,,,MWANGI,Serah Wanjiru,1481
Africa,Eastern Africa,Kenya,Fall Residency,1990,,,NGURUKIE,Pat Wambui,1510
Africa,Eastern Africa,Kenya,Fall Residency,1993,,,OMTATAH,Andrew Okoiti,1553
Africa,Eastern Africa,Kenya,Fall Residency,1996,,,WANAMBISI,Monica Nalyaka,2320
Europe,Southern Europe,Kosova,Fall Residency,2005,,,SHUKRIU,Edi,2269
Asia,Western Asia,Kuwait,Fall Residency,2005,,,AHMAD,Estabraq,748
Asia,Western Asia,Kuwait,Fall Residency,2013,,Nada Faris,FARIS,Nada,3539
Asia,Western Asia,Kuwait,Fall Residency,2012,,,Al Refai,Taleb M E,3098
Asia,South-central Asia,Kyrgyzstan,Fall Residency,2006,,,DJUSUBALIEVA,Jamby,1026
Asia,South-central Asia,Kyrgyzstan,Fall Residency,2010,,,MADILBAY,Turusbek,1402
Asia,South-eastern Asia,Laos,Fall Residency,2001,,,PHOTISANE,Thongbay,1590
Asia,South-eastern Asia,Laos,Fall Residency,2002,,,BOUNTHANONG,Xomxayphol,838
Europe,Northern Europe,Latvia,Fall Residency,1996,Anna Auzina,,AUZINA,Anna,767
Europe,Northern Europe,Latvia,Fall Residency,2013,,Tom Crosshill,Crosshill,Tom,3520
Europe,Northern Europe,Latvia,Fall Residency,1996,,,REPSE,Gundega,1648
Asia,Western Asia,Lebanon,Fall Residency,2011,,,HUMAYDAN,Iman,1948
Africa,Western Africa,Liberia,Fall Residency,1979,,,CORDOR,Henry,968
Africa,Western Africa,Liberia,Fall Residency,1967,,,SANKAWULO,Wilton,2377
Africa,Northern Africa,Libya,Fall Residency,2006,,,ETWEBI,Ashur,1062
Africa,Northern Africa,Libya,Fall Residency,2005,,,NEIHOUM,Laila,1508
Europe,Northern Europe,Lithuania,Fall Residency,1995,Eugenijus Alisanka,,Alisanka,Eugenijus,792
Europe,Northern Europe,Lithuania,Fall Residency,2001,Marius Burokas ,,BUROKAS,Marius,841
Europe,Northern Europe,Lithuania,Fall Residency,2002,Tomas Butkus,,BUTKUS,Tomas S.,842
Europe,Northern Europe,Lithuania,Fall Residency,1996,,,DEGESYS,Liutauras,1006
Europe,Northern Europe,Lithuania,Fall Residency,2003,,,GRAJAUSKAS,Gintaras,1129
Europe,Northern Europe,Lithuania,Fall Residency,2009,,,IVAŠKEVIČIUS,Marius,1228
Europe,Northern Europe,Lithuania,Fall Residency,1998,,,SUCYLAITE,Jurate,2288
Europe,Northern Europe,Lithuania,Fall Residency,2014,,,Katkus,Laurynas,3985
Europe,Western Europe,Luxembourg,Fall Residency,1990,,,GRAF,Nico,1127
Europe,Western Europe,Luxembourg,Fall Residency,1988,,,HAUSEMER,Georges,1173
Europe,Western Europe,Luxembourg,Fall Residency,1989,,,HELMINGER,Nico,1175
Europe,Western Europe,Luxembourg,Fall Residency,1987,,,JORIS,Pierre,1248
Europe,Southern Europe,Macedonia,Fall Residency,2005,,,DIMKOVSKA,Lidija,1021
Europe,Southern Europe,Macedonia,Fall Residency,2008,,,MADZIROV,Nikola,1404
Europe,Southern Europe,Macedonia,Fall Residency,1996,,,MIRCEVSKA,Zanina,1444
Africa,Eastern Africa,Madagascar,Fall Residency,2002,,,RAJAONARISON,Elie,1632
Africa,Eastern Africa,Malawi,Fall Residency,1984,,,CHIMOMBO,Steve,943
Africa,Eastern Africa,Malawi,Fall Residency,1982,,,MPINA,Edison,1467
Africa,Eastern Africa,Malawi,Fall Residency,1997,,,SHARRA,Steve,2264
Asia,South-eastern Asia,Malaysia,Fall Residency,1993,Ahmad Kamal Abdullah,,Abdullah,Ahmad Kamal (kemala),772
Asia,South-eastern Asia,Malaysia,Fall Residency,1997,,,ARIFFIN,Zakaria,765
Asia,South-eastern Asia,Malaysia,Fall Residency,1995,,,EOW,Bung Poo,1049
Asia,South-eastern Asia,Malaysia,Fall Residency,2007,,,GHOZALI PK,Malim,1106
Asia,South-eastern Asia,Malaysia,Fall Residency,1994,,,HASHIM,Khadijah,1168
Asia,South-eastern Asia,Malaysia,Fall Residency,1974,,,IBRAHIM,Abdul Ghafar,1216
Asia,South-eastern Asia,Malaysia,Fall Residency,2004,,,JAAFAR,Khalid,1231
Asia,South-eastern Asia,Malaysia,Fall Residency,2002,,,KHOO,Eddin Bu-Eng,1284
Asia,South-eastern Asia,Malaysia,Fall Residency,1996,,,OTHMAN,Puteh,1567
Asia,South-eastern Asia,Malaysia,Fall Residency,2007,,,RADHI,Al-Mustaqeem M.,1628
Asia,South-eastern Asia,Malaysia,Fall Residency,2001,,,RASHID,Rehman,1639
Asia,South-eastern Asia,Malaysia,Fall Residency,1986,,,RIDHWAN,Anwar,1653
Asia,South-eastern Asia,Malaysia,Fall Residency,1995,,,SAMSUDIN,Bin Jaapar,2375
Asia,South-eastern Asia,Malaysia,Fall Residency,1991,,,SHAARI,Rahman Bin,2394
Asia,South-eastern Asia,Malaysia,Fall Residency,2005,,,SODHY,Sandra,2279
Asia,South-eastern Asia,Malaysia,Fall Residency,1992,,,TAHIR,Abdullah,2465
Asia,South-eastern Asia,Malaysia,Fall Residency,1977,,,WAHAB,Abdul,2523
Asia,South-eastern Asia,Malaysia,Fall Residency,1981,,,ZAINAL,Baharuddin,2566
Asia,South-eastern Asia,Malaysia,Fall Residency,2014,,,Chauly,Bernice,3915
Europe,Southern Europe,Malta,Fall Residency,2007,,,INGUANEZ,Simone,1222
Africa,Eastern Africa,Mauritius,Fall Residency,2010,,,KHOYRATTY,Farhad A.K. Sulliman,1285
Africa,Eastern Africa,Mauritius,Fall Residency,2012,,,Pyamootoo,Parmeshivan,3141
The Americas,Central America,Mexico,Fall Residency,1977,José Agustín,,Agustín Ramírez,José,783
The Americas,Central America,Mexico,Fall Residency,1981,,,CROSS,Elsa,982
The Americas,Central America,Mexico,Fall Residency,1996,,,De La Borbolla,Oscar,2360
The Americas,Central America,Mexico,Fall Residency,"1969, 1970",,,DEL PASO,Fernando,1007
The Americas,Central America,Mexico,Fall Residency,1996,,,ESCALANTE,Beatriz,1056
The Americas,Central America,Mexico,Fall Residency,1986,,,GUZMÁN,Juarez,1143
The Americas,Central America,Mexico,Fall Residency,1976,,,IBARGUENGOITIA,Jorge,1215
The Americas,Central America,Mexico,Fall Residency,1993,,,JACOBS,Barbara,1232
The Americas,Central America,Mexico,Fall Residency,1987,,,LARA,Susan,1354
The Americas,Central America,Mexico,Fall Residency,1990,,,MOLINA,Silvia,1454
The Americas,Central America,Mexico,Fall Residency,1993,,,MONTERROSO,Tito,1457
The Americas,Central America,Mexico,Fall Residency,1975,,,OJEDA,Jorge Arturo,1546
The Americas,Central America,Mexico,Fall Residency,1984,,,PETTERSSON,Aline,1587
The Americas,Central America,Mexico,Fall Residency,1997,,,QUINTERO,Guillermo,1622
The Americas,Central America,Mexico,Fall Residency,1991,,,RAMIREZ HEREDIA,Rafael,1635
The Americas,Central America,Mexico,Fall Residency,1996,,,RIVERA,Ana Carolina,1656
The Americas,Central America,Mexico,Fall Residency,1968,,,SAINZ,Gustavo,2369
The Americas,Central America,Mexico,Fall Residency,2006,,,SANCHEZ,José Eugenio,2254
The Americas,Central America,Mexico,Fall Residency,1983,,,SEGOVIA,Tomás,2389
The Americas,Central America,Mexico,Fall Residency,1982,,,SWANSEY,Bruce,2452
The Americas,Central America,Mexico,Fall Residency,1994,,,TOSCANA,David,2486
The Americas,Central America,Mexico,Fall Residency,1980,,,VARGAS ESCALANTE,Rafael,2507
The Americas,Central America,Mexico,Fall Residency,1997,,,VIDALES,Aura María,2318
The Americas,Central America,Mexico,Fall Residency,1985,,,VOLKOW FERNÁNDEZ,Verónica,2522
Europe,Eastern Europe,Moldova,Fall Residency,1998,,,Gârneț,Vasile,1110
Asia,Eastern Asia,Mongolia,Fall Residency,2007,,,GUN-AAJAV,Ayurzana,1141
Asia,Eastern Asia,Mongolia,Fall Residency,2003,,,DASHNYAM,Luvsandamba,1000
Europe,Southern Europe,Montenegro,Fall Residency,2007,,,SPAHIC,Ognjen,2282
Africa,Northern Africa,Morocco,Fall Residency,1996,,,MESSNAOUI,Mostafa,1437
Africa,Eastern Africa,Mozambique,Fall Residency,1991,,,MEIGOS,Filmone M.,1435
Africa,Eastern Africa,Mozambique,Fall Residency,1997,,,MOMPLÉ,Lilia Maria Clara Carriere,1456
Asia,South-central Asia,Nepal,Fall Residency,2011,,,BARAL,Ajit,1936
Asia,South-central Asia,Nepal,Fall Residency,2004,,,JOSHI,Amma Raj,1249
Asia,South-central Asia,Nepal,Fall Residency,2005,,,KANCHULI,Manju,1257
Europe,Western Europe,Netherlands,Fall Residency,2009,,,ANKER,Jan-Willem,761
Europe,Western Europe,Netherlands,Fall Residency,1993,Marion Bloem,,Bloem,Marion,881
Europe,Western Europe,Netherlands,Fall Residency,1982,Gerrit Bussink,,Bussink,Gerrit,901
Europe,Western Europe,Netherlands,Fall Residency,1992,,,DE WAARD,Elly,1005
Europe,Western Europe,Netherlands,Fall Residency,1991,,,DORRESTEIN,Renate,1032
Europe,Western Europe,Netherlands,Fall Residency,2005,,,EL HAJI,Said,1043
Europe,Western Europe,Netherlands,Fall Residency,2001,,,KEULEMANS,Chris,1276
Europe,Western Europe,Netherlands,Fall Residency,1980,,,KUYPER,Sjoerd,1336
Europe,Western Europe,Netherlands,Fall Residency,1972,,,LÓPEZ,Esteban,1395
Europe,Western Europe,Netherlands,Fall Residency,2009,,,PEETERS,Hagar,1583
Europe,Western Europe,Netherlands,Fall Residency,1994,,,ROEMER,Astrid,1661
Europe,Western Europe,Netherlands,Fall Residency,1996,,,SANDERS,Stephan,2255
Europe,Western Europe,Netherlands,Fall Residency,1979,,,SCHIERBEEK,Bert,2387
Europe,Northern Europe,Netherlands,Fall Residency,2010,,,SHALA,Albana,2263
Europe,Western Europe,Netherlands,Fall Residency,1995,,,VAN DAALEN,Maria,2502
Europe,Western Europe,Netherlands,Fall Residency,1981,,,VAN KERKWIJK,Henk,2504
Europe,Western Europe,Netherlands,Fall Residency,1978,,,VERHAGEN,Hans,2514
Europe,Western Europe,Netherlands,Fall Residency,2014,,Franca Treur,Treur,Franca,3946
Oceania,Oceania,New Zealand,Fall Residency,2010,,,BAKER,Hinemoana,821
Oceania,Oceania,New Zealand,Fall Residency,2013,,Craig Cliff,Cliff,Craig,3534
Oceania,Oceania,New Zealand,Fall Residency,1992,,,ELDRED-GRIGG,Stevan,1045
Oceania,Oceania,New Zealand,Fall Residency,2008,,,FALKNER,Brian,1067
Oceania,Oceania,New Zealand,Fall Residency,1994,,,FLETCHER,Beryl,1082
Oceania,Oceania,New Zealand,Fall Residency,2001,,,FORD,Vince,1085
Oceania,Oceania,New Zealand,Fall Residency,1997,,,HALL,Bernadette,1156
Oceania,Oceania,New Zealand,Fall Residency,2013,,Whiti Hereaka,Hereaka,Whiti,3541
Oceania,Oceania,New Zealand,Fall Residency,2010,,,HILL,David,1183
Oceania,Oceania,New Zealand,Fall Residency,2012,,,Holman,Jeffrey,3123
Oceania,Oceania,New Zealand,Fall Residency,2011,,,HOOD,Lynley,1946
Oceania,Oceania,New Zealand,Fall Residency,1995,,,JOHNSTON,Andrew,1245
Oceania,Oceania,New Zealand,Fall Residency,1993,,,JORDAN,Sherryl,1247
Oceania,Oceania,New Zealand,Fall Residency,2002,,,McLAUCHLAN,Gordon,1486
Oceania,Oceania,New Zealand,Fall Residency,1985,,,MORRISSEY,Michael,1464
Oceania,Oceania,New Zealand,Fall Residency,2006,,,NORCLIFFE,James,1526
Oceania,Oceania,New Zealand,Fall Residency,2004,,,PLUMB,Vivienne,1597
Oceania,Oceania,New Zealand,Fall Residency,1996,,,TAYLOR,William,2294
Oceania,Oceania,New Zealand,Fall Residency,2007,,,TODD,Penelope,2300
Oceania,Oceania,New Zealand,Fall Residency,2009,,,WHITE,Kathy,2325
Oceania,Oceania,New Zealand,Fall Residency,2014,,,Kamali,Daren,3963
The Americas,Central America,Nicaragua,Fall Residency,1991,,,SALAMANCA,Douglas,2371
Africa,Western Africa,Nigeria,Fall Residency,1973,Elechi Amadi,,Amadi,Elechi,793
Africa,Western Africa,Nigeria,Fall Residency,1971,,,Awodoye,Daniel,819
Africa,Western Africa,Nigeria,Fall Residency,2002,Sunny Ayewanu,,AYEWANU,Sunny,768
Africa,Western Africa,Nigeria,Fall Residency,2010,,,BALA,Ismail,822
Africa,Western Africa,Nigeria,Fall Residency,1976,,,EGBUNA,Obi,1040
Africa,Western Africa,Nigeria,Fall Residency,1974,,,EKWENSI,Cyprian,1042
Africa,Western Africa,Nigeria,Fall Residency,1991,,,FATUNDE,Tunde,1071
Africa,Western Africa,Nigeria,Fall Residency,2000,,,GIMBA,Abubakar,1109
Africa,Western Africa,Nigeria,Fall Residency,2004,,,HABILA,Helon,1147
Africa,Western Africa,Nigeria,Fall Residency,2000,,,IFOWODO,Ogaga,1217
Africa,Western Africa,Nigeria,Fall Residency,1987,,,IKE,Chukwuemeka,1218
Africa,Western Africa,Nigeria,Fall Residency,1990,,,IYAYI,Festus,1229
Africa,Western Africa,Nigeria,Fall Residency,1994,,,NWABUEZE,Patrick Emeka,1530
Africa,Western Africa,Nigeria,Fall Residency,1981,,,NWAFOR,Ndubisi,1531
Africa,Western Africa,Nigeria,Fall Residency,1984,,,NWAPA,Flora,1532
Africa,Western Africa,Nigeria,Fall Residency,1982,,,NZEWI,Meki Emeka,1537
Africa,Western Africa,Nigeria,Fall Residency,1985,,,OJAIDE,Tanure,1545
Africa,Western Africa,Nigeria,Fall Residency,1974,,,OMOTOSO,Kole,1552
Africa,Western Africa,Nigeria,Fall Residency,1986,,,OSOFISAN,Babafemi Adeyemi,1564
Africa,Western Africa,Nigeria,Fall Residency,1988,,,OSUNDARE,Niyi,1565
Africa,Western Africa,Nigeria,Fall Residency,2011,,,PROMISE,Ogochukwu,1965
Africa,Western Africa,Nigeria,Fall Residency,1980,,,ROTIMI,Ola,1669
Africa,Western Africa,Nigeria,Fall Residency,1999,,,SHONEYIN,Titilola Alexandrah Atinuke,2268
Africa,Western Africa,Nigeria,Fall Residency,1983,,,TUTUOLA,Amos,2491
Africa,Western Africa,Nigeria,Fall Residency,1993,,,UGBABE,Kanchana,2493
Africa,Western Africa,Nigeria,Fall Residency,2008,,,UMEZURIKE,Uchechukwu Peter,2309
Africa,Western Africa,Nigeria,Fall Residency,1980,,,WILLIAMS,Lari,2538
Africa,Western Africa,Nigeria,Fall Residency,1972,,,WONODI,Chief Okogbule,2543
Europe,Northern Europe,Norway,Fall Residency,2003,Brit Bildøen,,BILDØEN,Brit,833
Europe,Northern Europe,Norway,Fall Residency,2001,Torunn Borge,,BORGE,Torunn,836
Europe,Northern Europe,Norway,Fall Residency,1981,,,VIK,Bjorg,2518
Asia,Western Asia,Oman,Fall Residency,2004,,,AL SAIDI,Asim Mohamed,2251
Asia,South-central Asia,Pakistan,Fall Residency,1988,,,KHWAJA,Waqas Ahmad,1286
Asia,South-central Asia,Pakistan,Fall Residency,2013,,Shandana Minhas,Minhas,Shandana,3503
Asia,South-central Asia,Pakistan,Fall Residency,2010,,,NAQVI,H. M.,1503
Asia,South-central Asia,Pakistan,Fall Residency,2009,,,SAJJAD,Azeem,2252
Asia,South-central Asia,Pakistan,Fall Residency,2011,,,SHAH,Bina,1984
Asia,South-central Asia,Pakistan,Fall Residency,2012,,,Tanweer,Bilal,3145
Asia,Western Asia,Palestinian Territories,Fall Residency,2002,,,HASHHASH,Mahmoud Abu,1167
Asia,Western Asia,Palestinian Territories,Fall Residency,1982,"Khalili, `Ali.",,Al Khalili,Ali Fathallah,787
Asia,Western Asia,Palestinian Territories,Fall Residency,1977,,,Aqel,Abdul Latif,804
Asia,Western Asia,Palestinian Territories,Fall Residency,1985,,,Batrawi,Muhammad,861
Asia,Western Asia,Palestinian Territories,Fall Residency,2010,,,DARWISH,Najwan,999
Asia,Western Asia,Palestinian Territories,Fall Residency,1981,,,HARB,Ahmed,1163
Asia,Western Asia,Palestinian Territories,Fall Residency,1995,,,KAWASMI,Jamal,1271
Asia,Western Asia,Palestinian Territories,Fall Residency,1978,,,KHALIFEH,Sahar,1279
Asia,Western Asia,Palestinian Territories,Fall Residency,2006,,,SA'ADEH,Mazen A.I.,1677
Asia,Western Asia,Palestinian Territories,Fall Residency,1998,,,SHUQAIR,Mahmoud,2271
Asia,Western Asia,Palestinian Territories,Fall Residency,2001,,,ZAQTAN,Ghassan,2344
The Americas,Central America,Panama,Fall Residency,1968,,,JARAMILLO-LEVI,Enrique,1234
The Americas,Central America,Panama,Fall Residency,2013,,Lili Mendoza,Mendoza,Lili,3512
The Americas,Central America,Panama,Fall Residency,1974,,,SÁNCHEZ,Guillermo,2463
Oceania,Oceania,Papua New Guinea,Fall Residency,1976,,,CHAKRAVARTHY,Prithvindra,925
Oceania,Oceania,Papua New Guinea,Fall Residency,1977,,,LAHUI,Jack,1345
Oceania,Oceania,Papua New Guinea,Fall Residency,1995,,,STELLA,Regis,2440
The Americas,South America,Paraguay,Fall Residency,1987,,,RODRÍGUEZ,Guido Alcalá,1659
The Americas,South America,Paraguay,Fall Residency,1997,,,ESPINOLA,Lourdes Elizabeth,1059
The Americas,South America,Peru,Fall Residency,"1969, 1977",Carlos Germán Belli,,Belli,Carlos Germán,870
The Americas,South America,Peru,Fall Residency,1973,José Antonio Bravo,,Bravo,José Antonio,892
The Americas,South America,Peru,Fall Residency,1978,,,CATERIANO,Pedro,922
The Americas,South America,Peru,Fall Residency,1981,,,HIDALGO,José,1181
The Americas,South America,Peru,Fall Residency,1992,,,RADA,Jose,1627
The Americas,South America,Peru,Fall Residency,1976,,,RIVERA,Jorge Edgardo,1657
Asia,South-eastern Asia,Philippines,Fall Residency,1991,Gémino H Abad,,Abad,Gémino H.,769
Asia,South-eastern Asia,Philippines,Fall Residency,1967,,,Afable,Fernando,778
Asia,South-eastern Asia,Philippines,Fall Residency,1983,Reuel Molina Aguila,,Águila,Reuel Molina,2575
Asia,South-eastern Asia,Philippines,Fall Residency,2013,,Mark Angeles,Angeles,Mark,3526
Asia,South-eastern Asia,Philippines,Fall Residency,2012,,,Asenjo,Genevieve Lampasa,3100
Asia,South-eastern Asia,Philippines,Fall Residency,1977,M R Avena,,Avena,Mauro,817
Asia,South-eastern Asia,Philippines,Fall Residency,1981,Arlene Babst,,Babst,Arlene,845
Asia,South-eastern Asia,Philippines,Fall Residency,1968,Cirilo F Bautista,,Bautista,Cirilo F.,862
Asia,South-eastern Asia,Philippines,Fall Residency,1990,Rofel G Brion,,Brion,Rofel G.,894
Asia,South-eastern Asia,Philippines,Fall Residency,2010,,,CASOCOT,Ian Rosales,918
Asia,South-eastern Asia,Philippines,Fall Residency,1969,,,CASTILLO,Erwin,921
Asia,South-eastern Asia,Philippines,Fall Residency,1986,,,CORTES,Fidelito,971
Asia,South-eastern Asia,Philippines,Fall Residency,1991,,,CU-UY-GAM,Elena,984
Asia,South-eastern Asia,Philippines,Fall Residency,1990,,,DIMALANTA,Ophelia,1018
Asia,South-eastern Asia,Philippines,Fall Residency,2002,,,EVASCO-PERNIA,Marjorie M.,1064
Asia,South-eastern Asia,Philippines,Fall Residency,1968,,,GO,Mary Ching,1115
Asia,South-eastern Asia,Philippines,Fall Residency,2009,,,GROYON,Vicente Garcia,1135
Asia,South-eastern Asia,Philippines,Fall Residency,1970,,,GUILLERMO,"Gelacio Y., Jr.",1140
Asia,South-eastern Asia,Philippines,Fall Residency,1979,,,LACABA,Jose F.,1343
Asia,South-eastern Asia,Philippines,Fall Residency,2007,,,LACUESTA,Angelo R.,1344
Asia,South-eastern Asia,Philippines,Fall Residency,1989,,,LANDICHO,Domingo,1350
Asia,South-eastern Asia,Philippines,Fall Residency,1986,,,LANOT,Marra Pl.,1351
Asia,South-eastern Asia,Philippines,Fall Residency,1987,,,LARA,Hernán Zavala,1353
Asia,South-eastern Asia,Philippines,Fall Residency,1991,,,LEE,Grace,1357
Asia,South-eastern Asia,Philippines,Fall Residency,1987,,,MABANGLO,Ruth Elynia,1397
Asia,South-eastern Asia,Philippines,Fall Residency,2008,,,MANGANSAKAN,Gutierrez,1414
Asia,South-eastern Asia,Philippines,Fall Residency,1985,,,MARANAN,Edgardo,1415
Asia,South-eastern Asia,Philippines,Fall Residency,1973,,,MORENO,Virginia R.,1462
Asia,South-eastern Asia,Philippines,Fall Residency,1982,,,NIEVA,Antonio Maria,1513
Asia,South-eastern Asia,Philippines,Fall Residency,1967,,,NOLLEDO,Wilfrido D.,1524
Asia,South-eastern Asia,Philippines,Fall Residency,2002,,,ONG,Charleson Lim,1554
Asia,South-eastern Asia,Philippines,Fall Residency,1988,,,QUEAÑO,Nonilon,1620
Asia,South-eastern Asia,Philippines,Fall Residency,1977,,,ROSCA,Ninotchka,1667
Asia,South-eastern Asia,Philippines,Fall Residency,2010,,,SAMAR,Edgar Calabia,2253
Asia,South-eastern Asia,Philippines,Fall Residency,1990,,,SICAT,Rogelio,2408
Asia,South-eastern Asia,Philippines,Fall Residency,1991,,,SY,Yinchow,2453
Asia,South-eastern Asia,Philippines,Fall Residency,2011,,,Toledo,Joel,1687
Asia,South-eastern Asia,Philippines,Fall Residency,1984,,,TORREVILLAS,Rowena,2485
Asia,South-eastern Asia,Philippines,Fall Residency,1978,,,YUSON,Alfred,2565
Europe,Eastern Europe,Poland,Fall Residency,1996,Lidia Amejko,,AMEJKO,Lidia,758
Europe,Eastern Europe,Poland,Fall Residency,2010,,,BIEDRZYCKI,Miłosz,831
Europe,Eastern Europe,Poland,Fall Residency,2003,Agata Bielik-Robson,,BIELIK-ROBSON,Agata,832
Europe,Eastern Europe,Poland,Fall Residency,"1967, 1968, 1969",Zbigniew Bienkowski,,BIENKOWSKI,Zbiegniew,875
Europe,Eastern Europe,Poland,Fall Residency,1989,Katarzyna Borun-Jagodzinska,,Borun-Jagodzinska,Katarzyna,887
Europe,Eastern Europe,Poland,Fall Residency,1973,Andrzej Braun,,Braun,Andrzej,891
Europe,Eastern Europe,Poland,Fall Residency,1970,Ernest Bryll,,BRYLL,Ernest,896
Europe,Eastern Europe,Poland,Fall Residency,1999,,,CIEPLINSKA-BITNER,Halina,958
Europe,Eastern Europe,Poland,Fall Residency,1990,,,CZEKANOWICZ-DRAZEWSKA,Anna,985
Europe,Eastern Europe,Poland,Fall Residency,1966,,,ELEKTOROWICZ,Leszek,1046
Europe,Eastern Europe,Poland,Fall Residency,2000,,,FILIPIAK,Izabela,1076
Europe,Eastern Europe,Poland,Fall Residency,"1970, 1982, 1987",,,GLOWACKI,Janusz,1114
Europe,Eastern Europe,Poland,Fall Residency,"1970, 1986",,,HARTWIG,Julia,1165
Europe,Eastern Europe,Poland,Fall Residency,1992,,,HUELLE,Pawel,1203
Europe,Eastern Europe,Poland,Fall Residency,1999,,,JARNIEWICZ,Jerzy,1235
Europe,Eastern Europe,Poland,Fall Residency,1978,,,JECZMYK,Lech,1237
Europe,Eastern Europe,Poland,Fall Residency,1997,,,ORYSZYN,Zyta,1561
Europe,Eastern Europe,Poland,Fall Residency,1973,,,KARPOWICZ,Tymoteusz,1269
Europe,Eastern Europe,Poland,Fall Residency,2002,,,KIELAR,Marzanna B.,1288
Europe,Eastern Europe,Poland,Fall Residency,1972,,,KIJOWSKI,Andrzej,1291
Europe,Eastern Europe,Poland,Fall Residency,1991,,,KOZIOL-PRZYBYLAK,Urszula,1321
